"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE907414803091";"Hausdach";"In Betrieb";"6.10.2021";"8.10.2021";"Solare Strahlungsenergie";"18,28";"18";"83098";"Brannenburg";"(natürliche Person)";"ABR980774489679";"12.10.2021"
"SEE988602349379";"Dach";"In Betrieb";"22.9.2021";"8.10.2021";"Solare Strahlungsenergie";"9";"9";"92637";"Theisseil";"(natürliche Person)";"ABR947318064068";"15.10.2021"
"SEE922908399850";"Scheune";"In Betrieb";"5.10.2021";"8.10.2021";"Solare Strahlungsenergie";"24,75";"20";"84164";"Moosthenning";"(natürliche Person)";"ABR934775442867";"8.10.2021"
"SEE914565972118";"PV Anlage Dammstr. 30d";"In Betrieb";"6.10.2021";"8.10.2021";"Solare Strahlungsenergie";"6,12";"6,12";"84079";"Bruckberg";"(natürliche Person)";"ABR955722019642";"22.3.2022"
"SEE961356218092";"Kastanien 12,42 kWp Erweiterung";"In Betrieb";"20.8.2021";"8.10.2021";"Solare Strahlungsenergie";"12,42";"10";"97084";"Würzburg";"(natürliche Person)";"ABR933922867980";"30.10.2022"
"SEE937421529653";"Zentrum der Macht";"In Betrieb";"8.10.2021";"8.10.2021";"Solare Strahlungsenergie";"13,5";"13,5";"94447";"Plattling";"(natürliche Person)";"ABR997630702575";"9.12.2021"
"SEE942137784517";"Hausdach 6,80 kWp";"In Betrieb";"27.9.2021";"8.10.2021";"Solare Strahlungsenergie";"6,8";"6,8";"85117";"Eitensheim";"(natürliche Person)";"ABR938735762774";"24.12.2021"
"SEE993410847504";"PV-Freifläche Kläranlage Ludwigsstadt";"In Betrieb";"11.9.2021";"8.10.2021";"Solare Strahlungsenergie";"97,68";"80";"96337";"Ludwigsstadt";"Stadt Ludwigsstadt";"ABR922831848630";"8.10.2021"
"SEE992135136443";"Solarstromanlage 2021";"In Betrieb";"30.9.2021";"8.10.2021";"Solare Strahlungsenergie";"8,88";"8";"94051";"Hauzenberg";"(natürliche Person)";"ABR938530547842";"8.12.2021"
"SEE976422886136";"Hausdach";"In Betrieb";"27.9.2021";"8.10.2021";"Solare Strahlungsenergie";"9,1";"8";"87490";"Haldenwang";"(natürliche Person)";"ABR986508899622";"24.1.2022"
"SEE981790736778";"PV-Dach";"In Betrieb";"13.10.2021";"8.10.2021";"Solare Strahlungsenergie";"9,62";"9,62";"96120";"Bischberg";"(natürliche Person)";"ABR976689268393";"10.11.2021"
