"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE997832858216";"Hausdach";"In Betrieb";"16.1.2023";"13.3.2023";"Solare Strahlungsenergie";"7,885";"7";"90441";"Nürnberg";"(natürliche Person)";"ABR970941110727";"4.8.2023"
"SEE919024531103";"Hausdach Ost/West";"In Betrieb";"4.3.2023";"13.3.2023";"Solare Strahlungsenergie";"7,38";"6,5";"85296";"Rohrbach";"(natürliche Person)";"ABR983327507837";"5.7.2023"
"SEE929330696922";"Golmayer 1";"In Betrieb";"12.8.2022";"13.3.2023";"Solare Strahlungsenergie";"7,6";"7,6";"82538";"Geretsried";"(natürliche Person)";"ABR961644997142";"23.3.2023"
"SEE997090684022";"Wohnung";"In Betrieb";"11.1.2023";"13.3.2023";"Solare Strahlungsenergie";"5,74";"5";"87474";"Buchenberg";"(natürliche Person)";"ABR904422261790";"1.10.2023"
"SEE961946661437";"C000432549_ES_Hausdach";"In Betrieb";"1.3.2023";"13.3.2023";"Solare Strahlungsenergie";"7,7";"6,6";"96450";"Coburg";"(natürliche Person)";"ABR917383799646";"3.5.2023"
"SEE983771145272";"Hausdach";"In Betrieb";"6.3.2023";"13.3.2023";"Solare Strahlungsenergie";"8,85";"8,85";"85521";"Ottobrunn";"(natürliche Person)";"ABR916248809698";"5.7.2023"
"SEE978812011197";"Südseite Hausdach";"In Betrieb";"29.6.2022";"13.3.2023";"Solare Strahlungsenergie";"5,84";"5,84";"85652";"Pliening";"(natürliche Person)";"ABR986555025784";"27.9.2023"
"SEE947467637595";"C000250717_2H_Hausdach";"In Betrieb";"11.3.2023";"13.3.2023";"Solare Strahlungsenergie";"6,84";"5";"92278";"Illschwang";"(natürliche Person)";"ABR950562645433";"22.11.2023"
"SEE913390191879";"PV-Klaffl";"In Betrieb";"6.2.2023";"13.3.2023";"Solare Strahlungsenergie";"6,56";"6,5";"85560";"Ebersberg";"(natürliche Person)";"ABR916360433726";"25.4.2023"
"SEE986397276825";"Höppner PV";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,5";"9,5";"91154";"Roth";"(natürliche Person)";"ABR989079973500";"19.4.2023"
"SEE938056085545";"BalkonKraftwerk";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"0,8";"0,6";"84152";"Mengkofen";"(natürliche Person)";"ABR903151850985";"9.1.2024"
"SEE903952269498";"ABR999449729804";"In Betrieb";"29.11.2022";"13.3.2023";"Solare Strahlungsenergie";"0,78";"0,6";"91301";"Forchheim";"(natürliche Person)";"ABR999449729804";"14.3.2023"
"SEE904281838836";"Hausdach";"In Betrieb";"21.2.2023";"13.3.2023";"Solare Strahlungsenergie";"8,8";"7";"87752";"Holzgünz";"(natürliche Person)";"ABR928246472309";"13.5.2023"
"SEE906926518820";"Photovoltaikanlage";"In Betrieb";"10.3.2023";"13.3.2023";"Solare Strahlungsenergie";"7,2";"6";"97348";"Markt Einersheim";"(natürliche Person)";"ABR972875259268";"30.6.2023"
"SEE938810149919";"PV-Anlage";"In Betrieb";"9.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,75";"9,75";"85452";"Moosinning";"(natürliche Person)";"ABR963672187557";"13.3.2023"
"SEE962869297734";"Sonnentankstelle Terrasse";"In Betrieb";"12.3.2023";"13.3.2023";"Solare Strahlungsenergie";"0,75";"0,6";"96052";"Bamberg";"(natürliche Person)";"ABR982138643710";"18.5.2023"
"SEE970729917074";"PV Schuppen";"In Betrieb";"10.1.2023";"13.3.2023";"Solare Strahlungsenergie";"12,96";"10";"84494";"Neumarkt-Sankt Veit";"(natürliche Person)";"ABR994305449674";"12.9.2023"
"SEE977083303185";"PV Anlage 2023";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"13,2";"10";"94081";"Fürstenzell";"(natürliche Person)";"ABR949190523442";"25.4.2023"
"SEE939289257440";"Balkonkraftwerk";"In Betrieb";"1.3.2023";"13.3.2023";"Solare Strahlungsenergie";"0,92";"0,6";"91286";"Obertrubach";"(natürliche Person)";"ABR984269374471";"13.10.2023"
"SEE914114198099";"PV-Anlage Eversbuschstr.";"In Betrieb";"10.3.2023";"13.3.2023";"Solare Strahlungsenergie";"13,4";"9,9";"80999";"München";"(natürliche Person)";"ABR929336599319";"13.3.2023"
"SEE996128728592";"Photovoltaik Haase";"In Betrieb";"9.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,72";"9,2";"93096";"Köfering";"(natürliche Person)";"ABR950416228959";"19.6.2023"
"SEE904604013698";"PV-Anlage";"In Betrieb";"18.11.2022";"13.3.2023";"Solare Strahlungsenergie";"10";"9,2";"82281";"Egenhofen";"(natürliche Person)";"ABR975728448802";"25.5.2023"
"SEE979572938052";"CWRu-BGL";"In Betrieb";"6.3.2023";"13.3.2023";"Solare Strahlungsenergie";"6,8";"6,8";"83483";"Bischofswiesen";"(natürliche Person)";"ABR948166707404";"25.9.2023"
"SEE911085837422";"photovoltaikanlage Wohnhaus";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"10";"10";"97318";"Kitzingen";"(natürliche Person)";"ABR995889909974";"13.3.2023"
"SEE959356166567";"PVA";"In Betrieb";"7.2.2023";"13.3.2023";"Solare Strahlungsenergie";"15,375";"15";"63934";"Röllbach";"(natürliche Person)";"ABR985866233529";"3.4.2023"
"SEE919749003879";"PV-Anlage 1";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,02";"8";"91177";"Thalmässing";"(natürliche Person)";"ABR958566896974";"13.3.2023"
"SEE952312318697";"Anlage Ebersbacher Str. 6a";"In Betrieb";"13.2.2023";"13.3.2023";"Solare Strahlungsenergie";"22,2";"20";"91489";"Wilhelmsdorf";"(natürliche Person)";"ABR947526721647";"9.8.2023"
"SEE912096060410";"Florian Hackel";"In Betrieb";"4.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,66";"9,66";"84387";"Julbach";"(natürliche Person)";"ABR968366608653";"11.8.2023"
"SEE932099295152";"PV Anlage Taufkirchen";"In Betrieb";"27.10.2022";"13.3.2023";"Solare Strahlungsenergie";"425,8";"380";"82024";"Taufkirchen";"PSM Taufkirchen Betriebs GbR";"ABR946262103434";"28.2.2024"
"SEE942856477073";"PV-Anlage Trostberg";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,6";"9,6";"83308";"Trostberg";"(natürliche Person)";"ABR950885655584";"25.4.2023"
"SEE984793749233";"PV";"In Betrieb";"1.3.2023";"13.3.2023";"Solare Strahlungsenergie";"3,28";"3,28";"85640";"Putzbrunn";"(natürliche Person)";"ABR962774887648";"2.11.2023"
"SEE979486985128";"ABR954745997623";"In Betrieb";"16.2.2023";"13.3.2023";"Solare Strahlungsenergie";"0,66";"0,6";"93104";"Sünching";"(natürliche Person)";"ABR954745997623";"15.8.2023"
"SEE975849334527";"PV-Anlage";"In Betrieb";"10.3.2023";"13.3.2023";"Solare Strahlungsenergie";"6,75";"6,75";"83043";"Bad Aibling";"(natürliche Person)";"ABR999183847604";"13.3.2023"
"SEE967089387272";"Frs7-CarPort-Seite";"In Betrieb";"5.10.2021";"13.3.2023";"Solare Strahlungsenergie";"4,45";"4,45";"85376";"Massenhausen";"(natürliche Person)";"ABR909422688790";"29.8.2023"
"SEE945852040203";"PV-Anlage";"In Betrieb";"30.1.2023";"13.3.2023";"Solare Strahlungsenergie";"12,8";"10";"93186";"Pettendorf";"(natürliche Person)";"ABR958466774815";"27.10.2023"
"SEE933276077127";"PV-Müller";"In Betrieb";"22.2.2023";"13.3.2023";"Solare Strahlungsenergie";"6,56";"6,56";"90559";"Burgthann";"(natürliche Person)";"ABR982748280473";"8.8.2023"
"SEE992133578177";"PV Home";"In Betrieb";"7.2.2023";"13.3.2023";"Solare Strahlungsenergie";"9,24";"9,24";"96253";"Untersiemau";"(natürliche Person)";"ABR932726816996";"21.3.2023"
"SEE920123741010";"PV-Anlage 9,84 kWp";"In Betrieb";"8.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,84";"8";"87477";"Sulzberg";"(natürliche Person)";"ABR987875302838";"21.6.2023"
"SEE988786778088";"Gartenhaus600WPV";"In Betrieb";"28.2.2023";"13.3.2023";"Solare Strahlungsenergie";"0,6";"0,6";"91088";"Bubenreuth";"(natürliche Person)";"ABR990459596455";"13.3.2023"
"SEE964893944332";"PV-Anlage1-Fischer";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,855";"9,855";"97277";"Neubrunn";"(natürliche Person)";"ABR911111480608";"20.4.2023"
"SEE934175166813";"PV-Anlage";"In Betrieb";"22.2.2023";"13.3.2023";"Solare Strahlungsenergie";"9,1";"9,1";"87463";"Dietmannsried";"(natürliche Person)";"ABR985212014741";"23.9.2023"
"SEE919815926583";"Hausdach";"In Betrieb";"8.3.2023";"13.3.2023";"Solare Strahlungsenergie";"14,025";"10";"94354";"Haselbach";"(natürliche Person)";"ABR960734387207";"28.9.2023"
"SEE996870076927";"Solarpower";"In Betrieb";"30.3.2023";"13.3.2023";"Solare Strahlungsenergie";"5,6";"4,6";"83071";"Stephanskirchen";"(natürliche Person)";"ABR982673463750";"14.6.2023"
"SEE980443495482";"PV-Bermeitinger";"In Betrieb";"3.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,72";"9,7";"86424";"Dinkelscherben";"(natürliche Person)";"ABR969809509841";"28.8.2023"
"SEE926711251671";"PV-Anlage 12,95 kWp";"In Betrieb";"15.2.2023";"13.3.2023";"Solare Strahlungsenergie";"12,95";"12,5";"93192";"Wald";"(natürliche Person)";"ABR923143432012";"15.6.2023"
"SEE910284736291";"Kleinanlage Schnaitweg";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"0,6";"0,6";"87499";"Wildpoldsried";"(natürliche Person)";"ABR979618765000";"10.5.2023"
"SEE959212204570";"Hausdach";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"9,66";"9,66";"96138";"Burgebrach";"(natürliche Person)";"ABR952757599538";"6.4.2023"
"SEE973019349418";"Wölfl Solar";"In Betrieb";"10.2.2023";"13.3.2023";"Solare Strahlungsenergie";"5,4";"5,4";"82377";"Penzberg";"(natürliche Person)";"ABR994516060316";"25.5.2023"
"SEE945963764494";"OG";"In Betrieb";"27.2.2023";"13.3.2023";"Solare Strahlungsenergie";"6,56";"6";"86438";"Kissing";"(natürliche Person)";"ABR985341040369";"4.1.2024"
"SEE954196101495";"Hausdach Kelm";"In Betrieb";"28.9.2023";"13.3.2023";"Solare Strahlungsenergie";"12,15";"10";"90765";"Fürth";"(natürliche Person)";"ABR906010786593";"19.10.2023"
"SEE970479659682";"Solaranlage";"In Betrieb";"6.10.2022";"13.3.2023";"Solare Strahlungsenergie";"15";"12";"63741";"Aschaffenburg";"(natürliche Person)";"ABR935094915056";"14.3.2023"
"SEE988828684162";"Garage";"In Betrieb";"10.3.2023";"13.3.2023";"Solare Strahlungsenergie";"2,49";"2,4";"86343";"Königsbrunn";"(natürliche Person)";"ABR940126033080";"19.1.2024"
"SEE953459220157";"Balkonkraftwerk";"In Betrieb";"1.3.2023";"13.3.2023";"Solare Strahlungsenergie";"0,6";"0,6";"86923";"Finning";"(natürliche Person)";"ABR928035872303";"13.3.2023"
"SEE923110549125";"Gibelpanel";"In Betrieb";"8.2.2023";"13.3.2023";"Solare Strahlungsenergie";"0,76";"0,6";"95119";"Naila";"(natürliche Person)";"ABR981819567390";"7.4.2023"
"SEE979804330289";"Hausdach";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"5,7";"5,5";"89257";"Illertissen";"(natürliche Person)";"ABR979050019372";"31.8.2023"
"SEE959389938254";"FRS7-Balk+Gar+Bike";"In Betrieb";"5.10.2021";"13.3.2023";"Solare Strahlungsenergie";"5,94";"5,94";"85376";"Massenhausen";"(natürliche Person)";"ABR909422688790";"13.3.2023"
"SEE970576040222";"PV-Frede";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"10,53";"9,1";"86424";"Dinkelscherben";"(natürliche Person)";"ABR932466819127";"14.9.2023"
"SEE931447032203";"ABR909022243894";"In Betrieb";"1.3.2023";"13.3.2023";"Solare Strahlungsenergie";"5";"5";"91474";"Langenfeld";"(natürliche Person)";"ABR909022243894";"22.9.2023"
"SEE937745745838";"Hausdach";"In Betrieb";"10.3.2023";"13.3.2023";"Solare Strahlungsenergie";"11,625";"10";"93477";"Gleißenberg";"(natürliche Person)";"ABR988320524829";"13.3.2023"
"SEE922631347470";"Hausdach";"In Betrieb";"11.3.2023";"13.3.2023";"Solare Strahlungsenergie";"8,925";"8";"92421";"Schwandorf";"(natürliche Person)";"ABR919659302758";"14.6.2023"
"SEE932713195691";"Hausdach";"In Betrieb";"29.3.2019";"13.3.2023";"Solare Strahlungsenergie";"3,6";"3,6";"86923";"Finning";"(natürliche Person)";"ABR928035872303";"20.4.2023"
"SEE911129655685";"ABR965716384229";"In Betrieb";"13.3.2023";"13.3.2023";"Solare Strahlungsenergie";"14,94";"10";"83364";"Neukirchen a.Teisenberg";"(natürliche Person)";"ABR965716384229";"13.3.2023"
"SEE992371019821";"C000312821_2F_Hausdach";"In Betrieb";"9.3.2023";"13.3.2023";"Solare Strahlungsenergie";"12,16";"11";"97346";"Iphofen";"(natürliche Person)";"ABR986303700543";"13.3.2023"
"SEE926286713697";"Hausdach";"In Betrieb";"3.3.2023";"13.3.2023";"Solare Strahlungsenergie";"24,6";"24,6";"97828";"Marktheidenfeld";"(natürliche Person)";"ABR951970706143";"13.3.2023"
