"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE924633351752";"max falter";"In Betrieb";"11.4.2022";"27.4.2022";"Solare Strahlungsenergie";"7,5";"7,5";"92245";"Kümmersbruck";"(natürliche Person)";"ABR922695008430";"25.5.2022"
"SEE963424161767";"PV Anlage Wohnhaus";"In Betrieb";"28.3.2022";"27.4.2022";"Solare Strahlungsenergie";"10";"10";"84371";"Triftern";"(natürliche Person)";"ABR993494118248";"27.4.2022"
"SEE924865533773";"PV Wohnhaus 2022";"In Betrieb";"4.4.2022";"27.4.2022";"Solare Strahlungsenergie";"13,035";"12";"81249";"München";"(natürliche Person)";"ABR996047148761";"2.6.2022"
"SEE998871125826";"PV Stall";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"29,7";"27,5";"87748";"Fellheim";"(natürliche Person)";"ABR977506429355";"17.9.2022"
"SEE988374956768";"ABR940509735877";"In Betrieb";"22.2.2022";"27.4.2022";"Solare Strahlungsenergie";"7,6";"7";"94474";"Vilshofen";"(natürliche Person)";"ABR940509735877";"27.5.2022"
"SEE973069177672";"PV Anlage";"In Betrieb";"25.4.2022";"27.4.2022";"Solare Strahlungsenergie";"19,875";"18";"89269";"Vöhringen";"(natürliche Person)";"ABR909160278239";"14.10.2022"
"SEE917726298966";"Photovoltaikanlage FFW";"In Betrieb";"1.2.2021";"27.4.2022";"Solare Strahlungsenergie";"15,62";"15";"82281";"Egenhofen";"Gemeinde Egenhofen Rathaus in Unterschweinbach";"ABR995808670749";"14.6.2022"
"SEE957723176843";"Haus";"In Betrieb";"12.4.2022";"27.4.2022";"Solare Strahlungsenergie";"13,32";"10";"83075";"Bad Feilnbach";"(natürliche Person)";"ABR997107880782";"1.7.2022"
"SEE988328907303";"PV Anlage Wohnhaus";"In Betrieb";"28.3.2022";"27.4.2022";"Solare Strahlungsenergie";"16";"15";"84384";"Wittibreut";"(natürliche Person)";"ABR904025562782";"14.6.2022"
"SEE931254311157";"Meine PV Anlage";"In Betrieb";"25.4.2022";"27.4.2022";"Solare Strahlungsenergie";"8,14";"8";"91522";"Ansbach";"(natürliche Person)";"ABR912561187710";"11.8.2022"
"SEE904405217424";"Solareiche";"In Betrieb";"10.10.2022";"27.4.2022";"Solare Strahlungsenergie";"9,18";"9,18";"85521";"Ottobrunn";"(natürliche Person)";"ABR901424068815";"20.12.2022"
"SEE963626873307";"Haus 9,99";"In Betrieb";"23.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,99";"9,99";"84416";"Inning";"(natürliche Person)";"ABR943854643392";"3.6.2022"
"SEE955845760957";"C000057782_MS_Hausdach";"In Betrieb";"23.4.2022";"27.4.2022";"Solare Strahlungsenergie";"10,36";"8";"63868";"Großwallstadt";"(natürliche Person)";"ABR901715747412";"13.7.2023"
"SEE928261036722";"PV Anlage Halle";"In Betrieb";"28.3.2022";"27.4.2022";"Solare Strahlungsenergie";"28,8";"28,8";"84384";"Wittibreut";"(natürliche Person)";"ABR996245909126";"24.5.2022"
"SEE962802015531";"PV UIC Halle";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"99";"90";"93413";"Cham";"(natürliche Person)";"ABR974035641685";"27.4.2022"
"SEE916360681936";"Moosburg Hausdach";"In Betrieb";"21.4.2022";"27.4.2022";"Solare Strahlungsenergie";"4,9";"4,2";"85368";"Moosburg";"(natürliche Person)";"ABR978102596359";"12.8.2022"
"SEE927018257724";"Balkonkraftwerk";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"0,69";"0,56";"85521";"Ottobrunn";"(natürliche Person)";"ABR939486809602";"6.10.2022"
"SEE970737713125";"PV-Anlage";"In Betrieb";"21.4.2022";"27.4.2022";"Solare Strahlungsenergie";"13,3";"12";"85375";"Neufahrn";"(natürliche Person)";"ABR993089240835";"27.4.2022"
"SEE918909361590";"priBalcony 45° Duo";"In Betrieb";"8.4.2022";"27.4.2022";"Solare Strahlungsenergie";"0,72";"0,6";"63741";"Aschaffenburg";"(natürliche Person)";"ABR912962192528";"27.4.2022"
"SEE902494460226";"Balkonsolaranlage";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"0,4";"0,4";"90556";"Cadolzburg";"(natürliche Person)";"ABR931508516611";"20.9.2022"
"SEE946156141009";"PV Gartenweg1";"In Betrieb";"26.4.2022";"27.4.2022";"Solare Strahlungsenergie";"8,58";"6";"97350";"Mainbernheim";"(natürliche Person)";"ABR917308776233";"11.7.2022"
"SEE900527599929";"PV-Anlage mit 8,88 kWp (2022)";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"8,88";"8";"85129";"Oberdolling";"(natürliche Person)";"ABR930232711569";"27.4.2022"
"SEE923187192873";"priFlat Duo";"In Betrieb";"8.4.2022";"27.4.2022";"Solare Strahlungsenergie";"0,72";"0,6";"93051";"Regensburg";"(natürliche Person)";"ABR961735977909";"27.4.2022"
"SEE965981293158";"PV-Anlage";"In Betrieb";"18.2.2022";"27.4.2022";"Solare Strahlungsenergie";"8,58";"8,58";"85570";"Ottenhofen";"(natürliche Person)";"ABR944848252002";"21.6.2022"
"SEE943830690068";"Hausdach PV";"In Betrieb";"26.4.2022";"27.4.2022";"Solare Strahlungsenergie";"6,29";"6";"90449";"Nürnberg";"(natürliche Person)";"ABR912560955686";"18.7.2022"
"SEE911150943966";"PV GRAMA";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"15,75";"15";"94148";"Kirchham";"(natürliche Person)";"ABR902831816099";"10.5.2022"
"SEE959415024654";"Garagendach HK";"In Betrieb";"4.10.2019";"27.4.2022";"Solare Strahlungsenergie";"1,24";"0,25";"90768";"Fürth";"(natürliche Person)";"ABR904516853917";"11.5.2022"
"SEE960186866954";"PV Anlage Grundschule Rechtmehring";"In Betrieb";"25.2.2022";"27.4.2022";"Solare Strahlungsenergie";"29,93";"29,93";"83562";"Rechtmehring";"Gemeinde Rechtmehring";"ABR961283768288";"5.5.2022"
"SEE922045926544";"PV Hofweinberg20";"In Betrieb";"26.4.2022";"27.4.2022";"Solare Strahlungsenergie";"8,97";"8";"97537";"Wipfeld";"(natürliche Person)";"ABR927765396165";"22.8.2022"
"SEE961264472180";"Hausdach";"In Betrieb";"20.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,24";"8";"89257";"Illertissen";"(natürliche Person)";"ABR925223867936";"16.5.2022"
"SEE928782974961";"Untermenzing";"In Betrieb";"30.7.2021";"27.4.2022";"Solare Strahlungsenergie";"9,72";"9,72";"80999";"München";"(natürliche Person)";"ABR913772331152";"1.6.2022"
"SEE961394249966";"Hausdach";"In Betrieb";"20.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,99";"9,99";"91096";"Möhrendorf";"(natürliche Person)";"ABR995209311708";"27.4.2022"
"SEE952645868036";"PV Anlage Dirndorfer";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,3";"9,3";"94151";"Mauth";"(natürliche Person)";"ABR967572857978";"25.5.2022"
"SEE944416765392";"PV GOOFY";"In Betrieb";"24.2.2022";"27.4.2022";"Solare Strahlungsenergie";"8,97";"6";"96450";"Coburg";"(natürliche Person)";"ABR920871346659";"26.5.2022"
"SEE921942636402";"PV-Anlage auf Wohngebäude";"In Betrieb";"6.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,375";"8";"97616";"Bad Neustadt";"(natürliche Person)";"ABR942069350026";"4.6.2022"
"SEE930509114789";"PV-Anlage";"In Betrieb";"3.1.2022";"27.4.2022";"Solare Strahlungsenergie";"8,52";"8,5";"85661";"Forstinning";"(natürliche Person)";"ABR926018609779";"3.5.2022"
"SEE953591733089";"Hausdach";"In Betrieb";"20.4.2022";"27.4.2022";"Solare Strahlungsenergie";"6";"5,5";"63801";"Kleinostheim";"(natürliche Person)";"ABR914890999965";"21.7.2022"
"SEE986888551165";"PV-Anlage mit 9,99 kWp (2022)";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"9,99";"8";"85129";"Oberdolling";"(natürliche Person)";"ABR977419664966";"25.10.2022"
"SEE989492286270";"Dachkraftwerk";"In Betrieb";"27.4.2022";"27.4.2022";"Solare Strahlungsenergie";"10,01";"10,01";"86415";"Mering";"(natürliche Person)";"ABR968179072832";"15.7.2022"
