"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE938137599299";"PV Garage";"In Betrieb";"15.11.2023";"5.12.2023";"Solare Strahlungsenergie";"9,35";"8";"84416";"Taufkirchen";"(natürliche Person)";"ABR913561629422";"13.1.2024"
"SEE997188945783";"C000914722_MU_Hausdach";"In Betrieb";"1.12.2023";"5.12.2023";"Solare Strahlungsenergie";"7,38";"6";"63834";"Sulzbach";"(natürliche Person)";"ABR955379087056";"5.12.2023"
"SEE944594884991";"PV-Anlage 9,60 kWp";"In Betrieb";"10.11.2023";"5.12.2023";"Solare Strahlungsenergie";"9,6";"8,2";"93149";"Nittenau";"(natürliche Person)";"ABR990845209914";"5.12.2023"
"SEE953115968232";"Hausdach Neu";"In Betrieb";"29.7.2022";"5.12.2023";"Solare Strahlungsenergie";"3,24";"3,24";"82216";"Maisach";"(natürliche Person)";"ABR989382019049";"7.12.2023"
"SEE948247813994";"1K5-Fra: Ill, B., Höchberg";"In Betrieb";"5.12.2023";"5.12.2023";"Solare Strahlungsenergie";"7,56";"6,588";"97204";"Höchberg";"(natürliche Person)";"ABR998653653363";"5.12.2023"
"SEE977178173341";"Hausdach";"In Betrieb";"23.5.2023";"5.12.2023";"Solare Strahlungsenergie";"9,72";"8,8";"91710";"Gunzenhausen";"(natürliche Person)";"ABR979563317354";"2.1.2024"
"SEE946828642308";"Uli Koch PV";"In Betrieb";"5.12.2023";"5.12.2023";"Solare Strahlungsenergie";"10,125";"7";"63785";"Obernburg";"(natürliche Person)";"ABR970251941899";"5.12.2023"
"SEE917507435634";"MFH Bernau_Dachkraftwerk";"In Betrieb";"3.9.2023";"5.12.2023";"Solare Strahlungsenergie";"33,8";"30,16";"83233";"Bernau";"(natürliche Person)";"ABR910729031448";"5.12.2023"
"SEE900943236842";"Solar One";"In Betrieb";"7.11.2023";"5.12.2023";"Solare Strahlungsenergie";"10,4";"10";"81679";"München";"(natürliche Person)";"ABR953575969756";"5.12.2023"
"SEE953949905816";"PV Anlage";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"6,72";"6";"63739";"Aschaffenburg";"(natürliche Person)";"ABR945569365217";"5.12.2023"
"SEE975904662718";"C000869543_PR_Hausdach";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"9,84";"8";"84056";"Rottenburg";"(natürliche Person)";"ABR934968941597";"5.12.2023"
"SEE928257741784";"ABR994913410127";"In Betrieb";"1.4.2022";"5.12.2023";"Solare Strahlungsenergie";"9,36";"9,36";"91330";"Eggolsheim";"(natürliche Person)";"ABR994913410127";"8.12.2023"
"SEE928008352597";"Klebinger Str. 1 Neuanlage 2023 7,38 kWp";"In Betrieb";"30.11.2023";"5.12.2023";"Solare Strahlungsenergie";"7,38";"7,38";"84431";"Rattenkirchen";"(natürliche Person)";"ABR968717808251";"5.12.2023"
"SEE949559056857";"C000627689_SM_Hausdach";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"11,07";"8";"84072";"Au";"(natürliche Person)";"ABR941296194472";"5.12.2023"
"SEE994713182644";"C000883602_MW_Hausdach";"In Betrieb";"7.11.2023";"5.12.2023";"Solare Strahlungsenergie";"11,48";"8";"84550";"Feichten";"(natürliche Person)";"ABR968885664130";"5.1.2024"
"SEE947942287925";"HUE ACH BKW-NEU";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"3,6";"0,6";"82547";"Eurasburg";"(natürliche Person)";"ABR961549988764";"15.1.2024"
"SEE902420495551";"Fotovoltaik-Bi+Ks";"In Betrieb";"15.11.2023";"5.12.2023";"Solare Strahlungsenergie";"6,66";"6";"85051";"Ingolstadt";"(natürliche Person)";"ABR950524410703";"5.12.2023"
"SEE931819670972";"Dach";"In Betrieb";"27.11.2023";"5.12.2023";"Solare Strahlungsenergie";"6,4";"6";"85435";"Erding";"(natürliche Person)";"ABR919488462548";"22.1.2024"
"SEE969953351884";"Terrassen und Garagen PV Anlage";"In Betrieb";"14.10.2023";"5.12.2023";"Solare Strahlungsenergie";"8";"8";"91126";"Schwabach";"(natürliche Person)";"ABR987793651568";"5.12.2023"
"SEE946659543898";"Halle";"In Betrieb";"3.8.2023";"5.12.2023";"Solare Strahlungsenergie";"19,92";"19,92";"87724";"Ottobeuren";"(natürliche Person)";"ABR982743191460";"4.3.2024"
"SEE983917727676";"C000944997_KJ_Hausdach";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"8,2";"6";"86494";"Emersacker";"(natürliche Person)";"ABR999713590154";"5.12.2023"
"SEE961823753927";"Pfarräcker 2 Anlage";"In Betrieb";"1.11.2023";"5.12.2023";"Solare Strahlungsenergie";"9,9";"8";"92548";"Schwarzach";"(natürliche Person)";"ABR990415178626";"5.12.2023"
"SEE942944204116";"Hausdach";"In Betrieb";"26.10.2023";"5.12.2023";"Solare Strahlungsenergie";"7,055";"6";"84079";"Bruckberg";"(natürliche Person)";"ABR952496648634";"5.12.2023"
"SEE921155666326";"ABR913478404723";"In Betrieb";"18.10.2023";"5.12.2023";"Solare Strahlungsenergie";"17,155";"16";"85764";"Oberschleißheim";"(natürliche Person)";"ABR913478404723";"5.12.2023"
"SEE985568194227";"Halle";"In Betrieb";"13.9.2023";"5.12.2023";"Solare Strahlungsenergie";"20,25";"20";"94541";"Grattersdorf";"(natürliche Person)";"ABR986382608303";"5.1.2024"
"SEE916817591665";"DachGroß";"In Betrieb";"29.6.2023";"5.12.2023";"Solare Strahlungsenergie";"14,4";"12";"96173";"Oberhaid";"(natürliche Person)";"ABR986772069516";"13.12.2023"
"SEE976326992698";"Schlenk";"In Betrieb";"7.11.2023";"5.12.2023";"Solare Strahlungsenergie";"7";"5";"87666";"Pforzen";"(natürliche Person)";"ABR953020205101";"21.2.2024"
"SEE947198841902";"PV Kaupp";"In Betrieb";"23.11.2023";"5.12.2023";"Solare Strahlungsenergie";"6,9";"6";"97074";"Würzburg";"(natürliche Person)";"ABR916147625818";"20.2.2024"
"SEE990185283575";"Wasunger Straße 11A";"In Betrieb";"15.11.2023";"5.12.2023";"Solare Strahlungsenergie";"11,05";"11,05";"97645";"Ostheim";"(natürliche Person)";"ABR964466332658";"6.12.2023"
"SEE991089887760";"Balkonanlage";"In Betrieb";"1.8.2023";"5.12.2023";"Solare Strahlungsenergie";"0,77";"0,6";"92334";"Berching";"(natürliche Person)";"ABR989261672396";"5.12.2023"
"SEE971781691872";"Zeller - PV";"In Betrieb";"14.7.2023";"5.12.2023";"Solare Strahlungsenergie";"24,25";"10";"91083";"Baiersdorf";"(natürliche Person)";"ABR966574582772";"26.1.2024"
"SEE921883590283";"Hauptstr. 10 PV5KW";"In Betrieb";"28.9.2023";"5.12.2023";"Solare Strahlungsenergie";"7,65";"5";"96242";"Sonnefeld";"(natürliche Person)";"ABR954723035538";"12.12.2023"
"SEE936335975693";"Sonne";"In Betrieb";"2.12.2023";"5.12.2023";"Solare Strahlungsenergie";"7,04";"7,04";"86633";"Neuburg";"(natürliche Person)";"ABR950937487996";"5.12.2023"
"SEE980376019519";"Dachanlage";"In Betrieb";"1.12.2023";"5.12.2023";"Solare Strahlungsenergie";"6,225";"6";"85356";"Freising";"(natürliche Person)";"ABR902478304768";"5.12.2023"
"SEE976571363809";"PV.St.Anton23";"In Betrieb";"5.12.2023";"5.12.2023";"Solare Strahlungsenergie";"9,24";"9,24";"87435";"Kempten";"Katholische Pfarrkirchenstiftung St. Anton";"ABR950391953563";"5.12.2023"
"SEE970503716534";"PV Südseite";"In Betrieb";"19.11.2023";"5.12.2023";"Solare Strahlungsenergie";"0,75";"0,6";"91602";"Dürrwangen";"(natürliche Person)";"ABR929058325890";"5.12.2023"
"SEE912702398180";"Hausdach";"In Betrieb";"5.12.2023";"5.12.2023";"Solare Strahlungsenergie";"15,39";"13";"97318";"Kitzingen";"(natürliche Person)";"ABR965682765770";"22.2.2024"
"SEE960134544736";"PV-Anlage";"In Betrieb";"17.11.2023";"5.12.2023";"Solare Strahlungsenergie";"9,12";"9,12";"86660";"Tapfheim";"(natürliche Person)";"ABR992691646936";"5.12.2023"
"SEE971982299518";"Eigenverbrauch Wohnhaus mit Speicher";"In Betrieb";"1.12.2023";"5.12.2023";"Solare Strahlungsenergie";"13,76";"12";"84375";"Kirchdorf";"(natürliche Person)";"ABR904851785249";"5.12.2023"
"SEE900682326996";"PV-Anlage";"In Betrieb";"1.9.2023";"5.12.2023";"Solare Strahlungsenergie";"6,02";"6,02";"86637";"Zusamaltheim";"(natürliche Person)";"ABR925834705900";"5.12.2023"
"SEE919025794446";"Hausdach";"In Betrieb";"5.12.2023";"5.12.2023";"Solare Strahlungsenergie";"8,2";"8";"86356";"Neusäß";"(natürliche Person)";"ABR927865482348";"5.12.2023"
"SEE969511146273";"Höhenfeldstraße 16b";"In Betrieb";"12.9.2023";"5.12.2023";"Solare Strahlungsenergie";"10,53";"10,53";"84036";"Landshut";"(natürliche Person)";"ABR959944955672";"10.1.2024"
"SEE915088567102";"PV-Anlage";"In Betrieb";"15.11.2023";"5.12.2023";"Solare Strahlungsenergie";"11,2";"10";"83342";"Tacherting";"(natürliche Person)";"ABR955778591888";"6.12.2023"
"SEE941110651822";"Photovoltaik_Hagelstadt";"In Betrieb";"19.9.2023";"5.12.2023";"Solare Strahlungsenergie";"15,96";"15,96";"93095";"Hagelstadt";"(natürliche Person)";"ABR944958407026";"5.12.2023"
"SEE967636075614";"Solar-Einheit 2";"In Betrieb";"4.5.2023";"5.12.2023";"Solare Strahlungsenergie";"8";"8";"87724";"Ottobeuren";"(natürliche Person)";"ABR931214921105";"22.2.2024"
"SEE945489808559";"Garagendach";"In Betrieb";"26.10.2023";"5.12.2023";"Solare Strahlungsenergie";"10,92";"9";"82166";"Gräfelfing";"(natürliche Person)";"ABR937847973153";"5.12.2023"
"SEE942248318045";"PV Anlage Dach";"In Betrieb";"14.11.2023";"5.12.2023";"Solare Strahlungsenergie";"9,84";"9,84";"83026";"Rosenheim";"(natürliche Person)";"ABR903757368679";"6.12.2023"
"SEE920522505398";"SEE952241170452";"In Betrieb";"20.1.2023";"5.12.2023";"Solare Strahlungsenergie";"4,76";"4,76";"91126";"Kammerstein";"(natürliche Person)";"ABR953026907832";"19.12.2023"
"SEE987607311398";"PV Dachanlage Ehrl";"In Betrieb";"4.12.2023";"5.12.2023";"Solare Strahlungsenergie";"7,3";"6";"84091";"Attenhofen";"(natürliche Person)";"ABR992457368126";"5.12.2023"
