"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE973416795917";"Hausdach";"In Betrieb";"17.8.2022";"6.9.2022";"Solare Strahlungsenergie";"8";"6";"86156";"Augsburg";"(natürliche Person)";"ABR907841854239";"23.8.2023"
"SEE916425956566";"wittmann_oberland";"In Betrieb";"6.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,8";"9,8";"83607";"Holzkirchen";"(natürliche Person)";"ABR900164067614";"29.11.2022"
"SEE941807571877";"Hausdach";"In Betrieb";"28.7.2022";"6.9.2022";"Solare Strahlungsenergie";"10,5";"10,5";"89362";"Offingen";"(natürliche Person)";"ABR951347530876";"28.2.2023"
"SEE946311170011";"Garagendach";"In Betrieb";"25.11.2022";"6.9.2022";"Solare Strahlungsenergie";"0,6";"0,6";"82275";"Emmering";"(natürliche Person)";"ABR926648428603";"7.8.2023"
"SEE993979693536";"C000158179_SK_Hausdach";"In Betrieb";"2.9.2022";"6.9.2022";"Solare Strahlungsenergie";"10,64";"8";"91325";"Adelsdorf";"(natürliche Person)";"ABR993520449452";"21.2.2023"
"SEE916317411913";"Hausdach";"In Betrieb";"1.9.2022";"6.9.2022";"Solare Strahlungsenergie";"11,745";"11,745";"87778";"Stetten";"(natürliche Person)";"ABR901387531661";"27.4.2023"
"SEE994993910500";"PV Wohnhaus 2022";"In Betrieb";"10.8.2022";"6.9.2022";"Solare Strahlungsenergie";"6,84";"6,84";"87746";"Erkheim";"(natürliche Person)";"ABR930909311450";"23.11.2023"
"SEE974892138861";"Wohnhaus";"In Betrieb";"2.8.2022";"6.9.2022";"Solare Strahlungsenergie";"11,11";"10";"86495";"Eurasburg";"(natürliche Person)";"ABR922442859292";"14.4.2023"
"SEE904647268604";"Hausdach";"In Betrieb";"9.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,9";"9,9";"91785";"Pleinfeld";"(natürliche Person)";"ABR993170818967";"9.11.2022"
"SEE965195150087";"Kriegshaber, 20, Hausdach";"In Betrieb";"30.6.2022";"6.9.2022";"Solare Strahlungsenergie";"19,76";"16";"86156";"Augsburg";"(natürliche Person)";"ABR900845625850";"15.2.2023"
"SEE990629896613";"PV-Hausdach";"In Betrieb";"23.8.2022";"6.9.2022";"Solare Strahlungsenergie";"6,205";"6";"83313";"Siegsdorf";"(natürliche Person)";"ABR962806374566";"6.9.2022"
"SEE985545444505";"Mälzer30";"In Betrieb";"18.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,9";"9,9";"84149";"Velden";"(natürliche Person)";"ABR916869011470";"8.9.2023"
"SEE987641800230";"Hausdach PV";"In Betrieb";"29.8.2022";"6.9.2022";"Solare Strahlungsenergie";"8,3";"8,3";"91790";"Raitenbuch";"(natürliche Person)";"ABR906834994259";"21.10.2022"
"SEE950606345220";"ABR915976527232";"In Betrieb";"2.9.2022";"6.9.2022";"Solare Strahlungsenergie";"9,84";"9,84";"88175";"Scheidegg";"(natürliche Person)";"ABR915976527232";"10.1.2023"
"SEE961677695121";"PV Haus";"In Betrieb";"12.5.2022";"6.9.2022";"Solare Strahlungsenergie";"10";"10";"84503";"Altötting";"(natürliche Person)";"ABR922209319281";"6.9.2022"
"SEE902692070937";"Garage";"In Betrieb";"26.8.2022";"6.9.2022";"Solare Strahlungsenergie";"7,02";"7,02";"97647";"Nordheim";"(natürliche Person)";"ABR974934143044";"7.9.2022"
"SEE901530870562";"PV-Anlage 14,82kWp Stefan Haselbeck";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"14,82";"10";"94143";"Grainet";"(natürliche Person)";"ABR920217316827";"6.9.2022"
"SEE969184882775";"Panel Modul Balkon";"In Betrieb";"4.9.2022";"6.9.2022";"Solare Strahlungsenergie";"0,38";"0,3";"85411";"Hohenkammer";"(natürliche Person)";"ABR949022482916";"6.9.2022"
"SEE915973379452";"PV-Anlage Löblich-Schatz";"In Betrieb";"9.8.2022";"6.9.2022";"Solare Strahlungsenergie";"5,2";"5,2";"97618";"Wülfershausen";"(natürliche Person)";"ABR940442945937";"18.1.2023"
"SEE911423847199";"PV-Hausdach";"In Betrieb";"19.7.2022";"6.9.2022";"Solare Strahlungsenergie";"8,4";"8";"81247";"München";"(natürliche Person)";"ABR987766337901";"3.11.2022"
"SEE975620814378";"KA20220329-124414";"In Betrieb";"26.7.2022";"6.9.2022";"Solare Strahlungsenergie";"8,8";"8";"92436";"Bruck";"(natürliche Person)";"ABR962638002057";"9.11.2022"
"SEE936652862454";"Balkonsolaranlage";"In Betrieb";"6.9.2022";"6.9.2022";"Solare Strahlungsenergie";"0,64";"0,6";"90571";"Schwaig";"(natürliche Person)";"ABR942190853601";"28.11.2022"
"SEE917067109532";"Balkonkraftwerk";"In Betrieb";"10.8.2022";"6.9.2022";"Solare Strahlungsenergie";"0,6";"0,6";"91278";"Pottenstein";"(natürliche Person)";"ABR951275961360";"6.9.2022"
"SEE944821201188";"8kw Erweiterung";"In Betrieb";"1.8.2022";"6.9.2022";"Solare Strahlungsenergie";"8";"7,41";"93080";"Pentling";"Thorsten und Kerstin Knittel";"ABR953570354403";"8.3.2023"
"SEE977192418589";"PV Anlage 2022";"In Betrieb";"27.8.2022";"6.9.2022";"Solare Strahlungsenergie";"24,3";"24,2";"97450";"Arnstein";"(natürliche Person)";"ABR998084056795";"17.10.2022"
"SEE902204396920";"PV-Hausdach";"In Betrieb";"29.6.2022";"6.9.2022";"Solare Strahlungsenergie";"6,935";"6";"91054";"Buckenhof";"(natürliche Person)";"ABR921839213167";"14.12.2022"
"SEE974839020495";"PV";"In Betrieb";"24.8.2022";"6.9.2022";"Solare Strahlungsenergie";"6";"6";"85777";"Fahrenzhausen";"(natürliche Person)";"ABR977479216600";"21.3.2023"
"SEE959536708808";"Garage";"In Betrieb";"5.8.2022";"6.9.2022";"Solare Strahlungsenergie";"6,29";"6";"86356";"Neusäß";"(natürliche Person)";"ABR915114728798";"27.1.2023"
"SEE933696377265";"PV-Hausdach";"In Betrieb";"18.8.2022";"6.9.2022";"Solare Strahlungsenergie";"4";"3,68";"85716";"Unterschleißheim";"(natürliche Person)";"ABR908697713039";"2.12.2022"
"SEE932500655759";"C000152195_AA_Hausdach";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"7,6";"6,6";"89264";"Weißenhorn";"(natürliche Person)";"ABR927157481059";"6.9.2022"
"SEE902659405482";"Kraus PV-Anlage";"In Betrieb";"6.9.2022";"6.9.2022";"Solare Strahlungsenergie";"3,85";"3,85";"85417";"Marzling";"(natürliche Person)";"ABR932869679120";"18.1.2024"
"SEE920417707098";"PV_Asam";"In Betrieb";"28.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,9";"9,9";"84171";"Baierbach";"(natürliche Person)";"ABR900782670647";"6.9.2022"
"SEE932151352274";"htlma@t-online.de";"In Betrieb";"26.7.2022";"6.9.2022";"Solare Strahlungsenergie";"12";"8";"85283";"Wolnzach";"(natürliche Person)";"ABR902038895507";"27.2.2023"
"SEE974711006319";"Sollich 22,84";"In Betrieb";"3.8.2022";"6.9.2022";"Solare Strahlungsenergie";"21,84";"20";"93197";"Zeitlarn";"(natürliche Person)";"ABR982382217149";"2.2.2023"
"SEE962362153728";"Bosswerk PV";"In Betrieb";"29.8.2022";"6.9.2022";"Solare Strahlungsenergie";"0,75";"0,6";"86857";"Hurlach";"(natürliche Person)";"ABR946473012112";"10.10.2023"
"SEE988985372698";"Kaffee";"In Betrieb";"10.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,995";"8";"86657";"Bissingen";"(natürliche Person)";"ABR982088794746";"26.5.2023"
"SEE953135400422";"PV-Hausdach";"In Betrieb";"29.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,72";"9,72";"85748";"Garching";"(natürliche Person)";"ABR943689768956";"2.12.2022"
"SEE926098375588";"Dach";"In Betrieb";"2.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,6";"9,6";"83700";"Rottach-Egern";"(natürliche Person)";"ABR933753773597";"6.10.2022"
"SEE937737973362";"PV Anlage 2022";"In Betrieb";"28.7.2022";"6.9.2022";"Solare Strahlungsenergie";"5,005";"4,6";"97631";"Bad Königshofen";"(natürliche Person)";"ABR949150538752";"12.1.2023"
"SEE971741492624";"ABR970887623992";"In Betrieb";"11.8.2022";"6.9.2022";"Solare Strahlungsenergie";"4,875";"4,875";"86609";"Donauwörth";"(natürliche Person)";"ABR970887623992";"23.1.2023"
"SEE953857218411";"Hausdach";"In Betrieb";"22.7.2022";"6.9.2022";"Solare Strahlungsenergie";"7,4";"4,6";"94244";"Teisnach";"(natürliche Person)";"ABR900917024710";"24.10.2022"
"SEE997645586160";"Garagendach 1";"In Betrieb";"18.3.2022";"6.9.2022";"Solare Strahlungsenergie";"2,43";"2";"86356";"Neusäß";"(natürliche Person)";"ABR919373809908";"28.11.2022"
"SEE927612631142";"Hausdach Selbstverbrauch";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"9,375";"8,5";"63871";"Heinrichsthal";"(natürliche Person)";"ABR968803276094";"23.11.2022"
"SEE928070657569";"FuchsbichlPV";"In Betrieb";"20.5.2022";"6.9.2022";"Solare Strahlungsenergie";"7,2";"7,2";"82057";"Icking";"(natürliche Person)";"ABR953842457399";"6.9.2022"
"SEE932200130075";"Denkbauerweg 2 b";"In Betrieb";"30.6.2022";"6.9.2022";"Solare Strahlungsenergie";"8,58";"8";"94124";"Büchlberg";"(natürliche Person)";"ABR997047009120";"13.10.2022"
"SEE973804758647";"Dach-PV";"In Betrieb";"29.8.2022";"6.9.2022";"Solare Strahlungsenergie";"8,28";"8";"82538";"Geretsried";"(natürliche Person)";"ABR948406806300";"6.9.2022"
"SEE942923574544";"PV Michl Halle 2";"In Betrieb";"1.9.2022";"6.9.2022";"Solare Strahlungsenergie";"551";"550";"86857";"Hurlach";"Michl Immobilien GmbH & Co.KG";"ABR961803508240";"7.3.2024"
"SEE985330591643";"GH1";"In Betrieb";"11.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,88";"8";"87561";"Oberstdorf";"(natürliche Person)";"ABR973263326272";"21.6.2023"
"SEE928890277688";"PV-Anlage_146";"In Betrieb";"29.8.2022";"6.9.2022";"Solare Strahlungsenergie";"7,2";"7,2";"91220";"Schnaittach";"(natürliche Person)";"ABR948366597096";"8.11.2022"
"SEE944386146085";"Balkonkraftwerk";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"0,375";"0,375";"82549";"Königsdorf";"(natürliche Person)";"ABR973647061027";"6.9.2022"
"SEE991255252798";"PV-Anlage";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"9,84";"9,84";"84051";"Essenbach";"(natürliche Person)";"ABR968393505406";"14.10.2022"
"SEE931066648304";"PV-Dach 114a G";"In Betrieb";"2.9.2022";"6.9.2022";"Solare Strahlungsenergie";"12,15";"12";"86669";"Königsmoos";"(natürliche Person)";"ABR912195651298";"6.9.2022"
"SEE988194105360";"priLight";"In Betrieb";"1.7.2022";"6.9.2022";"Solare Strahlungsenergie";"0,31";"0,3";"85591";"Vaterstetten";"(natürliche Person)";"ABR900580774059";"21.8.2023"
"SEE955912514513";"KA20220318-117277";"In Betrieb";"23.8.2022";"6.9.2022";"Solare Strahlungsenergie";"6,15";"6";"84508";"Burgkirchen";"(natürliche Person)";"ABR983269087350";"11.8.2023"
"SEE940490941240";"Hausdach 2";"In Betrieb";"27.7.2022";"6.9.2022";"Solare Strahlungsenergie";"9,88";"9,88";"86748";"Marktoffingen";"(natürliche Person)";"ABR925044330602";"26.10.2022"
"SEE911076095466";"Solaranlage";"In Betrieb";"24.8.2022";"6.9.2022";"Solare Strahlungsenergie";"9,855";"9,855";"82229";"Seefeld";"(natürliche Person)";"ABR926099671061";"12.1.2023"
"SEE958671304388";"Beethovenweg 5 A1";"In Betrieb";"6.9.2022";"6.9.2022";"Solare Strahlungsenergie";"9";"9";"84036";"Kumhausen";"(natürliche Person)";"ABR933018043472";"6.9.2022"
"SEE995661944148";"Wohnhaus - 9 kWp";"In Betrieb";"20.12.2021";"6.9.2022";"Solare Strahlungsenergie";"9";"8";"96215";"Lichtenfels";"(natürliche Person)";"ABR944628677339";"6.9.2022"
"SEE996491710910";"PV-Anlage";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"3,8";"3,8";"86169";"Augsburg";"(natürliche Person)";"ABR992740471236";"5.7.2023"
"SEE951921943573";"PVA";"In Betrieb";"31.8.2022";"6.9.2022";"Solare Strahlungsenergie";"12,96";"9,2";"91126";"Rednitzhembach";"(natürliche Person)";"ABR995539961956";"20.12.2022"
"SEE984576270909";"Balkonkraftwerk";"In Betrieb";"5.9.2022";"6.9.2022";"Solare Strahlungsenergie";"0,31";"0,31";"91522";"Ansbach";"(natürliche Person)";"ABR918907410139";"7.12.2023"
"SEE947346838358";"S2PV";"In Betrieb";"11.9.2022";"6.9.2022";"Solare Strahlungsenergie";"8,03";"8";"84524";"Neuötting";"(natürliche Person)";"ABR984190355112";"19.12.2022"
"SEE912233880574";"Photovoltaikanlage Augustiner am Wörthsee";"In Betrieb";"29.7.2022";"6.9.2022";"Solare Strahlungsenergie";"32,4";"32,4";"82237";"Wörthsee";"Augustiner am Wörthsee";"ABR925324676673";"10.12.2022"
