"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE908404098107";"Peissing Stall 28";"In Betrieb";"3.5.2023";"31.5.2023";"Solare Strahlungsenergie";"70,2";"70";"84169";"Altfraunhofen";"(natürliche Person)";"ABR962539553160";"7.11.2023"
"SEE922311958064";"PV-Anlage";"In Betrieb";"26.5.2023";"31.5.2023";"Solare Strahlungsenergie";"9,72";"9,2";"97688";"Bad Kissingen";"(natürliche Person)";"ABR928697438688";"31.5.2023"
"SEE995772051971";"CarPort";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"8,1";"8";"93426";"Roding";"(natürliche Person)";"ABR921188318094";"30.6.2023"
"SEE927422986067";"Balkonkraftwerk 600W";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"97618";"Hollstadt";"(natürliche Person)";"ABR994547089980";"31.5.2023"
"SEE915553628369";"Mein Strom";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,76";"0,6";"87474";"Buchenberg";"(natürliche Person)";"ABR968067663241";"4.10.2023"
"SEE999129335011";"941729023317";"In Betrieb";"10.11.2022";"31.5.2023";"Solare Strahlungsenergie";"9,6";"8";"97837";"Erlenbach";"(natürliche Person)";"ABR941729023317";"17.6.2023"
"SEE953475068566";"priBalcony 90° Duo";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,82";"0,6";"90451";"Nürnberg";"(natürliche Person)";"ABR920657801631";"26.11.2023"
"SEE983447320637";"Astronergy";"In Betrieb";"20.3.2023";"31.5.2023";"Solare Strahlungsenergie";"12,965";"12,965";"84171";"Baierbach";"(natürliche Person)";"ABR980296909341";"16.6.2023"
"SEE904094711548";"PV Gemeinschaft Schloßstraße 4+6";"In Betrieb";"29.5.2015";"31.5.2023";"Solare Strahlungsenergie";"29,87";"29,87";"83410";"Laufen";"PV Gemeinschaft Schloßstr. 4 & 6 Herr Niklas Rümer";"ABR930623087006";"26.1.2024"
"SEE908237210905";"Volleinspeiseanlage Scheune";"In Betrieb";"17.4.2023";"31.5.2023";"Solare Strahlungsenergie";"19,68";"19,68";"93455";"Traitsching";"(natürliche Person)";"ABR941875480743";"7.11.2023"
"SEE995225762218";"Hausdach - Pultdach";"In Betrieb";"27.2.2023";"31.5.2023";"Solare Strahlungsenergie";"10,25";"10";"84061";"Ergoldsbach";"(natürliche Person)";"ABR904915833886";"31.5.2023"
"SEE990242000633";"Hausdachkraftwerk";"In Betrieb";"17.4.2023";"31.5.2023";"Solare Strahlungsenergie";"9,6";"9,6";"97222";"Rimpar";"(natürliche Person)";"ABR986835027699";"5.10.2023"
"SEE916933083167";"Balkonkraftwerk Nickel 600 Watt";"In Betrieb";"30.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,6";"0,6";"91757";"Treuchtlingen";"(natürliche Person)";"ABR906815900125";"22.6.2023"
"SEE991990659036";"Balkonkraftwerk";"In Betrieb";"25.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,8";"0,6";"91356";"Kirchehrenbach";"(natürliche Person)";"ABR957556131613";"31.5.2023"
"SEE926930517305";"PV-Hirtreiter";"In Betrieb";"26.1.2023";"31.5.2023";"Solare Strahlungsenergie";"9,96";"9,96";"94557";"Niederalteich";"(natürliche Person)";"ABR976619415095";"14.6.2023"
"SEE957730063761";"schorn";"In Betrieb";"26.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,6";"0,6";"82327";"Tutzing";"(natürliche Person)";"ABR969812507964";"31.5.2023"
"SEE907720856781";"Hausdach";"In Betrieb";"3.5.2023";"31.5.2023";"Solare Strahlungsenergie";"10,4";"10";"85055";"Ingolstadt";"(natürliche Person)";"ABR937331488606";"30.10.2023"
"SEE976518120755";"PV";"In Betrieb";"4.5.2023";"31.5.2023";"Solare Strahlungsenergie";"9,84";"9,83";"85748";"Garching";"(natürliche Person)";"ABR953100648231";"31.5.2023"
"SEE951129660111";"PV-DK 2023";"In Betrieb";"1.2.2023";"31.5.2023";"Solare Strahlungsenergie";"14,8";"14,8";"91746";"Weidenbach";"(natürliche Person)";"ABR907536541352";"7.7.2023"
"SEE905433062734";"Balkonkraftwerk";"In Betrieb";"13.4.2023";"31.5.2023";"Solare Strahlungsenergie";"0,6";"0,6";"91091";"Großenseebach";"(natürliche Person)";"ABR928460287208";"31.5.2023"
"SEE961428798392";"Sonnenstrom";"In Betrieb";"17.5.2023";"31.5.2023";"Solare Strahlungsenergie";"8,36";"7";"86609";"Donauwörth";"(natürliche Person)";"ABR916467272921";"31.5.2023"
"SEE929509188289";"Dachkraftwerk";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"8,8";"8,8";"86692";"Münster";"(natürliche Person)";"ABR963993592696";"13.11.2023"
"SEE971830147343";"BajuwarenGarage";"In Betrieb";"15.5.2023";"31.5.2023";"Solare Strahlungsenergie";"8,7";"8";"83413";"Fridolfing";"(natürliche Person)";"ABR961383361198";"5.12.2023"
"SEE915028768194";"Balkonkraftwerk";"In Betrieb";"31.5.2023";"31.5.2023";"Solare Strahlungsenergie";"0,41";"0,41";"92237";"Sulzbach-Rosenberg";"(natürliche Person)";"ABR927288314387";"31.5.2023"
"SEE998192288934";"Kraftwerk 2023";"In Betrieb";"30.5.2023";"31.5.2023";"Solare Strahlungsenergie";"7,65";"7,65";"94405";"Landau";"(natürliche Person)";"ABR961059788984";"29.1.2024"
"SEE911965559734";"PV Dorfhaus";"In Betrieb";"11.5.2023";"31.5.2023";"Solare Strahlungsenergie";"15,01";"10";"89233";"Neu-Ulm";"(natürliche Person)";"ABR946844650844";"31.5.2023"
"SEE977118263613";"Solarstromanlage";"In Betrieb";"6.4.2023";"31.5.2023";"Solare Strahlungsenergie";"10,125";"10";"87509";"Immenstadt";"(natürliche Person)";"ABR918390352725";"20.7.2023"
